spk_id,wav,labels,WavPath,label,fold
f3265,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3265_0_sniff.wav,/m/07ppn3j,f3265_0_sniff.wav,Sniff,5
f0889,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0889_0_cough.wav,/m/01b_21,f0889_0_cough.wav,Cough,3
m1173,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1173_0_cough.wav,/m/01b_21,m1173_0_cough.wav,Cough,3
m0470,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0470_0_cough.wav,/m/01b_21,m0470_0_cough.wav,Cough,5
f2608,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2608_0_sniff.wav,/m/07ppn3j,f2608_0_sniff.wav,Sniff,4
m0660,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0660_0_sigh.wav,/m/07plz5l,m0660_0_sigh.wav,Sigh,3
m2389,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2389_0_cough.wav,/m/01b_21,m2389_0_cough.wav,Cough,3
m0282,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0282_0_laughter.wav,/m/01j3sz,m0282_0_laughter.wav,Laughter,3
f2746,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2746_0_laughter.wav,/m/01j3sz,f2746_0_laughter.wav,Laughter,2
f1562,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1562_0_laughter.wav,/m/01j3sz,f1562_0_laughter.wav,Laughter,1
m2081,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2081_0_laughter.wav,/m/01j3sz,m2081_0_laughter.wav,Laughter,4
f2739,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2739_1_throatclearing.wav,/m/0dl9sf8,f2739_1_throatclearing.wav,Throat clearing,4
f0545,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0545_0_laughter.wav,/m/01j3sz,f0545_0_laughter.wav,Laughter,2
f1751,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1751_0_sniff.wav,/m/07ppn3j,f1751_0_sniff.wav,Sniff,5
m0557,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0557_0_sneeze.wav,/m/01hsr_,m0557_0_sneeze.wav,Sneeze,2
f2323,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2323_0_throatclearing.wav,/m/0dl9sf8,f2323_0_throatclearing.wav,Throat clearing,1
f0292,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0292_0_sneeze.wav,/m/01hsr_,f0292_0_sneeze.wav,Sneeze,1
m2392,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2392_0_sigh.wav,/m/07plz5l,m2392_0_sigh.wav,Sigh,4
m0798,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0798_0_throatclearing.wav,/m/0dl9sf8,m0798_0_throatclearing.wav,Throat clearing,1
m0169,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0169_0_throatclearing.wav,/m/0dl9sf8,m0169_0_throatclearing.wav,Throat clearing,4
f2155,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2155_0_throatclearing.wav,/m/0dl9sf8,f2155_0_throatclearing.wav,Throat clearing,2
f0889,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0889_0_sneeze.wav,/m/01hsr_,f0889_0_sneeze.wav,Sneeze,1
f2022,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2022_0_throatclearing.wav,/m/0dl9sf8,f2022_0_throatclearing.wav,Throat clearing,5
f0592,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0592_2_cough.wav,/m/01b_21,f0592_2_cough.wav,Cough,1
m1542,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1542_0_sniff.wav,/m/07ppn3j,m1542_0_sniff.wav,Sniff,3
m0595,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0595_2_sniff.wav,/m/07ppn3j,m0595_2_sniff.wav,Sniff,1
f2022,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2022_0_sniff.wav,/m/07ppn3j,f2022_0_sniff.wav,Sniff,2
m2136,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2136_0_sigh.wav,/m/07plz5l,m2136_0_sigh.wav,Sigh,1
f1964,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1964_1_laughter.wav,/m/01j3sz,f1964_1_laughter.wav,Laughter,3
m1967,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1967_0_throatclearing.wav,/m/0dl9sf8,m1967_0_throatclearing.wav,Throat clearing,1
f1850,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1850_0_sneeze.wav,/m/01hsr_,f1850_0_sneeze.wav,Sneeze,5
m2025,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2025_0_cough.wav,/m/01b_21,m2025_0_cough.wav,Cough,4
m1579,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1579_0_throatclearing.wav,/m/0dl9sf8,m1579_0_throatclearing.wav,Throat clearing,5
f3215,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3215_0_sigh.wav,/m/07plz5l,f3215_0_sigh.wav,Sigh,4
f0147,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0147_0_sniff.wav,/m/07ppn3j,f0147_0_sniff.wav,Sniff,3
f0401,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0401_0_laughter.wav,/m/01j3sz,f0401_0_laughter.wav,Laughter,5
f1801,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1801_0_sniff.wav,/m/07ppn3j,f1801_0_sniff.wav,Sniff,1
m0095,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0095_0_sniff.wav,/m/07ppn3j,m0095_0_sniff.wav,Sniff,1
m1563,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1563_0_throatclearing.wav,/m/0dl9sf8,m1563_0_throatclearing.wav,Throat clearing,5
m2297,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2297_1_sniff.wav,/m/07ppn3j,m2297_1_sniff.wav,Sniff,2
f1317,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1317_0_throatclearing.wav,/m/0dl9sf8,f1317_0_throatclearing.wav,Throat clearing,3
f3019,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3019_0_sneeze.wav,/m/01hsr_,f3019_0_sneeze.wav,Sneeze,5
m3337,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3337_0_sigh.wav,/m/07plz5l,m3337_0_sigh.wav,Sigh,3
m2384,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2384_0_sniff.wav,/m/07ppn3j,m2384_0_sniff.wav,Sniff,2
m1806,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1806_0_cough.wav,/m/01b_21,m1806_0_cough.wav,Cough,1
m1208,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1208_0_sigh.wav,/m/07plz5l,m1208_0_sigh.wav,Sigh,2
m1968,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1968_0_cough.wav,/m/01b_21,m1968_0_cough.wav,Cough,1
m1869,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1869_0_sniff.wav,/m/07ppn3j,m1869_0_sniff.wav,Sniff,3
m3074,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3074_0_cough.wav,/m/01b_21,m3074_0_cough.wav,Cough,4
f1745,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1745_0_sneeze.wav,/m/01hsr_,f1745_0_sneeze.wav,Sneeze,3
f0866,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0866_0_laughter.wav,/m/01j3sz,f0866_0_laughter.wav,Laughter,3
m0805,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0805_0_throatclearing.wav,/m/0dl9sf8,m0805_0_throatclearing.wav,Throat clearing,4
m2419,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2419_0_cough.wav,/m/01b_21,m2419_0_cough.wav,Cough,2
m2517,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2517_0_sniff.wav,/m/07ppn3j,m2517_0_sniff.wav,Sniff,3
m2025,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2025_0_throatclearing.wav,/m/0dl9sf8,m2025_0_throatclearing.wav,Throat clearing,1
m0768,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0768_0_sniff.wav,/m/07ppn3j,m0768_0_sniff.wav,Sniff,1
m0561,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0561_1_sniff.wav,/m/07ppn3j,m0561_1_sniff.wav,Sniff,4
m1967,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1967_0_cough.wav,/m/01b_21,m1967_0_cough.wav,Cough,1
f2764,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2764_0_cough.wav,/m/01b_21,f2764_0_cough.wav,Cough,5
m3014,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3014_0_sniff.wav,/m/07ppn3j,m3014_0_sniff.wav,Sniff,3
m1442,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1442_0_sneeze.wav,/m/01hsr_,m1442_0_sneeze.wav,Sneeze,2
m2840,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2840_0_laughter.wav,/m/01j3sz,m2840_0_laughter.wav,Laughter,4
f1290,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1290_0_laughter.wav,/m/01j3sz,f1290_0_laughter.wav,Laughter,3
m1498,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1498_0_cough.wav,/m/01b_21,m1498_0_cough.wav,Cough,3
f0574,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0574_0_sniff.wav,/m/07ppn3j,f0574_0_sniff.wav,Sniff,1
f1562,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1562_0_sneeze.wav,/m/01hsr_,f1562_0_sneeze.wav,Sneeze,5
m2733,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2733_1_sigh.wav,/m/07plz5l,m2733_1_sigh.wav,Sigh,1
m1863,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1863_0_sneeze.wav,/m/01hsr_,m1863_0_sneeze.wav,Sneeze,5
m1916,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1916_0_throatclearing.wav,/m/0dl9sf8,m1916_0_throatclearing.wav,Throat clearing,5
f0147,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0147_0_laughter.wav,/m/01j3sz,f0147_0_laughter.wav,Laughter,2
f0369,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0369_0_sigh.wav,/m/07plz5l,f0369_0_sigh.wav,Sigh,3
m0257,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0257_0_sniff.wav,/m/07ppn3j,m0257_0_sniff.wav,Sniff,4
f1160,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1160_0_laughter.wav,/m/01j3sz,f1160_0_laughter.wav,Laughter,2
m1135,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1135_0_sneeze.wav,/m/01hsr_,m1135_0_sneeze.wav,Sneeze,2
m0595,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0595_2_throatclearing.wav,/m/0dl9sf8,m0595_2_throatclearing.wav,Throat clearing,5
m1968,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1968_0_sigh.wav,/m/07plz5l,m1968_0_sigh.wav,Sigh,5
m1635,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1635_0_sigh.wav,/m/07plz5l,m1635_0_sigh.wav,Sigh,3
f0742,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0742_0_sigh.wav,/m/07plz5l,f0742_0_sigh.wav,Sigh,2
m1557,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1557_0_laughter.wav,/m/01j3sz,m1557_0_laughter.wav,Laughter,2
m0836,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0836_0_sneeze.wav,/m/01hsr_,m0836_0_sneeze.wav,Sneeze,2
m2047,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2047_0_cough.wav,/m/01b_21,m2047_0_cough.wav,Cough,2
m0787,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0787_0_laughter.wav,/m/01j3sz,m0787_0_laughter.wav,Laughter,1
f3264,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3264_0_laughter.wav,/m/01j3sz,f3264_0_laughter.wav,Laughter,5
m2238,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2238_0_throatclearing.wav,/m/0dl9sf8,m2238_0_throatclearing.wav,Throat clearing,4
m0202,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0202_0_sigh.wav,/m/07plz5l,m0202_0_sigh.wav,Sigh,5
f2852,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2852_0_throatclearing.wav,/m/0dl9sf8,f2852_0_throatclearing.wav,Throat clearing,1
f2938,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2938_0_cough.wav,/m/01b_21,f2938_0_cough.wav,Cough,3
f0933,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0933_0_cough.wav,/m/01b_21,f0933_0_cough.wav,Cough,3
f1829,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1829_0_sneeze.wav,/m/01hsr_,f1829_0_sneeze.wav,Sneeze,4
m0470,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0470_0_throatclearing.wav,/m/0dl9sf8,m0470_0_throatclearing.wav,Throat clearing,2
m2851,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2851_0_sniff.wav,/m/07ppn3j,m2851_0_sniff.wav,Sniff,5
m0771,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0771_0_throatclearing.wav,/m/0dl9sf8,m0771_0_throatclearing.wav,Throat clearing,1
m2831,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2831_0_cough.wav,/m/01b_21,m2831_0_cough.wav,Cough,5
f2548,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2548_0_laughter.wav,/m/01j3sz,f2548_0_laughter.wav,Laughter,5
m0092,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0092_0_laughter.wav,/m/01j3sz,m0092_0_laughter.wav,Laughter,3
f0953,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0953_0_sniff.wav,/m/07ppn3j,f0953_0_sniff.wav,Sniff,3
m1635,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1635_0_sniff.wav,/m/07ppn3j,m1635_0_sniff.wav,Sniff,1
m0025,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0025_0_sigh.wav,/m/07plz5l,m0025_0_sigh.wav,Sigh,1
f2958,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2958_0_sniff.wav,/m/07ppn3j,f2958_0_sniff.wav,Sniff,1
f1515,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1515_0_throatclearing.wav,/m/0dl9sf8,f1515_0_throatclearing.wav,Throat clearing,1
f1385,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1385_0_sigh.wav,/m/07plz5l,f1385_0_sigh.wav,Sigh,3
m0855,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0855_0_sniff.wav,/m/07ppn3j,m0855_0_sniff.wav,Sniff,5
f0852,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0852_0_cough.wav,/m/01b_21,f0852_0_cough.wav,Cough,5
m2406,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2406_0_cough.wav,/m/01b_21,m2406_0_cough.wav,Cough,3
f2764,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2764_0_laughter.wav,/m/01j3sz,f2764_0_laughter.wav,Laughter,5
f2746,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2746_0_throatclearing.wav,/m/0dl9sf8,f2746_0_throatclearing.wav,Throat clearing,3
f0742,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0742_0_sneeze.wav,/m/01hsr_,f0742_0_sneeze.wav,Sneeze,1
m2258,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2258_0_sigh.wav,/m/07plz5l,m2258_0_sigh.wav,Sigh,1
m0161,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0161_0_sneeze.wav,/m/01hsr_,m0161_0_sneeze.wav,Sneeze,4
f1008,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1008_0_cough.wav,/m/01b_21,f1008_0_cough.wav,Cough,3
m2081,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2081_0_sniff.wav,/m/07ppn3j,m2081_0_sniff.wav,Sniff,2
f2890,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2890_0_sniff.wav,/m/07ppn3j,f2890_0_sniff.wav,Sniff,2
m3004,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3004_0_sniff.wav,/m/07ppn3j,m3004_0_sniff.wav,Sniff,1
f1298,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1298_0_throatclearing.wav,/m/0dl9sf8,f1298_0_throatclearing.wav,Throat clearing,1
f3003,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3003_0_cough.wav,/m/01b_21,f3003_0_cough.wav,Cough,5
f3063,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3063_0_sniff.wav,/m/07ppn3j,f3063_0_sniff.wav,Sniff,5
f1199,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1199_0_throatclearing.wav,/m/0dl9sf8,f1199_0_throatclearing.wav,Throat clearing,3
f0405,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0405_0_sniff.wav,/m/07ppn3j,f0405_0_sniff.wav,Sniff,3
f1480,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1480_0_sniff.wav,/m/07ppn3j,f1480_0_sniff.wav,Sniff,3
m1848,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1848_0_laughter.wav,/m/01j3sz,m1848_0_laughter.wav,Laughter,3
m2600,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2600_0_sigh.wav,/m/07plz5l,m2600_0_sigh.wav,Sigh,5
f1007,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1007_0_cough.wav,/m/01b_21,f1007_0_cough.wav,Cough,4
f1273,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1273_0_cough.wav,/m/01b_21,f1273_0_cough.wav,Cough,2
m0064,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0064_0_throatclearing.wav,/m/0dl9sf8,m0064_0_throatclearing.wav,Throat clearing,2
m0113,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0113_0_throatclearing.wav,/m/0dl9sf8,m0113_0_throatclearing.wav,Throat clearing,3
f0909,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0909_0_sigh.wav,/m/07plz5l,f0909_0_sigh.wav,Sigh,5
f1047,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1047_0_sneeze.wav,/m/01hsr_,f1047_0_sneeze.wav,Sneeze,4
f2853,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2853_0_sigh.wav,/m/07plz5l,f2853_0_sigh.wav,Sigh,4
f0165,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0165_0_throatclearing.wav,/m/0dl9sf8,f0165_0_throatclearing.wav,Throat clearing,1
m2136,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2136_0_cough.wav,/m/01b_21,m2136_0_cough.wav,Cough,1
f0085,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0085_0_laughter.wav,/m/01j3sz,f0085_0_laughter.wav,Laughter,3
m2037,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2037_0_sniff.wav,/m/07ppn3j,m2037_0_sniff.wav,Sniff,4
m2788,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2788_0_sneeze.wav,/m/01hsr_,m2788_0_sneeze.wav,Sneeze,3
m3320,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3320_0_throatclearing.wav,/m/0dl9sf8,m3320_0_throatclearing.wav,Throat clearing,2
m0874,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0874_0_sigh.wav,/m/07plz5l,m0874_0_sigh.wav,Sigh,4
f2092,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2092_0_sneeze.wav,/m/01hsr_,f2092_0_sneeze.wav,Sneeze,4
f1884,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1884_0_laughter.wav,/m/01j3sz,f1884_0_laughter.wav,Laughter,1
m1976,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1976_0_throatclearing.wav,/m/0dl9sf8,m1976_0_throatclearing.wav,Throat clearing,3
m1399,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1399_0_throatclearing.wav,/m/0dl9sf8,m1399_0_throatclearing.wav,Throat clearing,2
f1884,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1884_0_throatclearing.wav,/m/0dl9sf8,f1884_0_throatclearing.wav,Throat clearing,2
m2223,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2223_0_cough.wav,/m/01b_21,m2223_0_cough.wav,Cough,3
f2537,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2537_0_laughter.wav,/m/01j3sz,f2537_0_laughter.wav,Laughter,3
m2258,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2258_0_throatclearing.wav,/m/0dl9sf8,m2258_0_throatclearing.wav,Throat clearing,3
m2647,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2647_0_throatclearing.wav,/m/0dl9sf8,m2647_0_throatclearing.wav,Throat clearing,4
m3221,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3221_0_sigh.wav,/m/07plz5l,m3221_0_sigh.wav,Sigh,1
f0822,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0822_0_sniff.wav,/m/07ppn3j,f0822_0_sniff.wav,Sniff,4
m0247,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0247_0_sniff.wav,/m/07ppn3j,m0247_0_sniff.wav,Sniff,2
f2436,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2436_0_throatclearing.wav,/m/0dl9sf8,f2436_0_throatclearing.wav,Throat clearing,2
m3168,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3168_0_cough.wav,/m/01b_21,m3168_0_cough.wav,Cough,1
m2198,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2198_0_sneeze.wav,/m/01hsr_,m2198_0_sneeze.wav,Sneeze,4
m2335,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2335_0_throatclearing.wav,/m/0dl9sf8,m2335_0_throatclearing.wav,Throat clearing,4
f0509,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0509_0_sniff.wav,/m/07ppn3j,f0509_0_sniff.wav,Sniff,5
m2751,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2751_0_laughter.wav,/m/01j3sz,m2751_0_laughter.wav,Laughter,5
m2404,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m2404_0_sniff.wav,/m/07ppn3j,m2404_0_sniff.wav,Sniff,5
f3061,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f3061_0_sneeze.wav,/m/01hsr_,f3061_0_sneeze.wav,Sneeze,3
f0408,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0408_0_cough.wav,/m/01b_21,f0408_0_cough.wav,Cough,1
f1719,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1719_0_throatclearing.wav,/m/0dl9sf8,f1719_0_throatclearing.wav,Throat clearing,4
f0101,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f0101_0_sneeze.wav,/m/01hsr_,f0101_0_sneeze.wav,Sneeze,4
m0715,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0715_0_sniff.wav,/m/07ppn3j,m0715_0_sniff.wav,Sniff,1
f1480,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1480_0_throatclearing.wav,/m/0dl9sf8,f1480_0_throatclearing.wav,Throat clearing,3
m0561,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m0561_0_sniff.wav,/m/07ppn3j,m0561_0_sniff.wav,Sniff,2
m3337,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m3337_0_laughter.wav,/m/01j3sz,m3337_0_laughter.wav,Laughter,2
f1971,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1971_0_throatclearing.wav,/m/0dl9sf8,f1971_0_throatclearing.wav,Throat clearing,5
f1007,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f1007_0_throatclearing.wav,/m/0dl9sf8,f1007_0_throatclearing.wav,Throat clearing,3
f2764,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2764_0_sneeze.wav,/m/01hsr_,f2764_0_sneeze.wav,Sneeze,3
f2739,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2739_0_laughter.wav,/m/01j3sz,f2739_0_laughter.wav,Laughter,3
f2684,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/f2684_0_laughter.wav,/m/01j3sz,f2684_0_laughter.wav,Laughter,5
m1673,/data/sls/scratch/yuangong/vocalsound2/data/vs_processed/data_16k/m1673_0_throatclearing.wav,/m/0dl9sf8,m1673_0_throatclearing.wav,Throat clearing,4
