note,note_str,instrument,instrument_str,pitch,velocity,sample_rate,qualities,qualities_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,WavPath,fold
293405,keyboard_electronic_001-061-050,40,keyboard_electronic_001,61,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_001-061-050.wav,4
283897,keyboard_acoustic_004-051-075,327,keyboard_acoustic_004,51,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-051-075.wav,2
29967,reed_acoustic_018-062-050,183,reed_acoustic_018,62,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-062-050.wav,4
108749,mallet_acoustic_056-048-127,590,mallet_acoustic_056,48,127,16000,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['bright', 'fast_decay', 'percussive']",5,mallet,0,acoustic,mallet_acoustic_056-048-127.wav,4
11379,brass_acoustic_059-061-025,572,brass_acoustic_059,61,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",1,brass,0,acoustic,brass_acoustic_059-061-025.wav,3
76024,brass_acoustic_006-029-127,43,brass_acoustic_006,29,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-029-127.wav,5
123967,reed_acoustic_018-072-050,183,reed_acoustic_018,72,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-072-050.wav,1
230472,organ_electronic_007-084-050,123,organ_electronic_007,84,50,16000,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['bright', 'distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-084-050.wav,4
295548,keyboard_electronic_098-086-075,905,keyboard_electronic_098,86,75,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],4,keyboard,1,electronic,keyboard_electronic_098-086-075.wav,1
167330,keyboard_electronic_003-031-127,65,keyboard_electronic_003,31,127,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_003-031-127.wav,4
246228,guitar_electronic_022-032-127,378,guitar_electronic_022,32,127,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_022-032-127.wav,5
85428,keyboard_electronic_098-041-127,905,keyboard_electronic_098,41,127,16000,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['dark', 'distortion']",4,keyboard,1,electronic,keyboard_electronic_098-041-127.wav,2
279555,organ_electronic_028-040-050,440,organ_electronic_028,40,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-040-050.wav,1
199210,organ_electronic_007-011-025,123,organ_electronic_007,11,25,16000,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-011-025.wav,4
9855,reed_acoustic_023-041-075,224,reed_acoustic_023,41,75,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-041-075.wav,5
245411,organ_electronic_007-024-127,123,organ_electronic_007,24,127,16000,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-024-127.wav,4
299201,keyboard_electronic_098-064-025,905,keyboard_electronic_098,64,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_098-064-025.wav,4
42808,vocal_acoustic_000-067-075,46,vocal_acoustic_000,67,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],10,vocal,0,acoustic,vocal_acoustic_000-067-075.wav,4
98971,bass_synthetic_033-070-075,417,bass_synthetic_033,70,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_033-070-075.wav,1
65510,string_acoustic_056-054-100,436,string_acoustic_056,54,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",8,string,0,acoustic,string_acoustic_056-054-100.wav,3
89551,guitar_acoustic_015-054-025,316,guitar_acoustic_015,54,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-054-025.wav,2
304452,organ_electronic_028-037-075,440,organ_electronic_028,37,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-037-075.wav,3
285801,bass_synthetic_098-066-075,803,bass_synthetic_098,66,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-066-075.wav,1
7770,guitar_acoustic_021-072-050,457,guitar_acoustic_021,72,50,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],3,guitar,0,acoustic,guitar_acoustic_021-072-050.wav,3
54135,string_acoustic_014-033-050,100,string_acoustic_014,33,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",8,string,0,acoustic,string_acoustic_014-033-050.wav,3
291660,organ_electronic_057-079-075,701,organ_electronic_057,79,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-079-075.wav,3
115601,mallet_acoustic_056-115-025,590,mallet_acoustic_056,115,25,16000,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['bright', 'long_release']",5,mallet,0,acoustic,mallet_acoustic_056-115-025.wav,3
266168,bass_synthetic_134-046-075,914,bass_synthetic_134,46,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-046-075.wav,3
264723,guitar_electronic_022-082-050,378,guitar_electronic_022,82,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_022-082-050.wav,4
4703,bass_electronic_025-040-100,872,bass_electronic_025,40,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_025-040-100.wav,2
88198,organ_electronic_057-069-075,701,organ_electronic_057,69,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-069-075.wav,2
237394,keyboard_acoustic_004-026-050,327,keyboard_acoustic_004,26,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",4,keyboard,0,acoustic,keyboard_acoustic_004-026-050.wav,1
87475,flute_synthetic_000-052-050,82,flute_synthetic_000,52,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-052-050.wav,3
43980,string_acoustic_056-072-100,436,string_acoustic_056,72,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",8,string,0,acoustic,string_acoustic_056-072-100.wav,5
232357,bass_synthetic_033-056-075,417,bass_synthetic_033,56,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_033-056-075.wav,3
6587,guitar_electronic_028-068-100,510,guitar_electronic_028,68,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_028-068-100.wav,5
215641,keyboard_electronic_069-066-050,805,keyboard_electronic_069,66,50,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_069-066-050.wav,4
240591,organ_electronic_113-066-100,958,organ_electronic_113,66,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_113-066-100.wav,2
10815,guitar_electronic_022-031-025,378,guitar_electronic_022,31,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_022-031-025.wav,2
179040,guitar_electronic_028-099-050,510,guitar_electronic_028,99,50,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],3,guitar,1,electronic,guitar_electronic_028-099-050.wav,5
15522,flute_acoustic_002-069-025,86,flute_acoustic_002,69,25,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",2,flute,0,acoustic,flute_acoustic_002-069-025.wav,2
188761,bass_synthetic_033-046-075,417,bass_synthetic_033,46,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_033-046-075.wav,2
294624,keyboard_electronic_001-099-075,40,keyboard_electronic_001,99,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_001-099-075.wav,1
116059,guitar_acoustic_015-062-025,316,guitar_acoustic_015,62,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],3,guitar,0,acoustic,guitar_acoustic_015-062-025.wav,3
267876,bass_synthetic_098-040-075,803,bass_synthetic_098,40,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-040-075.wav,4
262378,keyboard_electronic_069-087-100,805,keyboard_electronic_069,87,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_069-087-100.wav,4
189387,guitar_electronic_028-089-050,510,guitar_electronic_028,89,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_028-089-050.wav,3
70207,organ_electronic_113-076-100,958,organ_electronic_113,76,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_113-076-100.wav,4
278624,guitar_electronic_022-055-100,378,guitar_electronic_022,55,100,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_022-055-100.wav,4
192664,bass_synthetic_098-087-127,803,bass_synthetic_098,87,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-087-127.wav,3
42245,string_acoustic_071-054-075,609,string_acoustic_071,54,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],8,string,0,acoustic,string_acoustic_071-054-075.wav,5
172064,bass_synthetic_098-097-127,803,bass_synthetic_098,97,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-097-127.wav,3
212492,bass_synthetic_033-091-127,417,bass_synthetic_033,91,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_033-091-127.wav,2
290,reed_acoustic_023-095-025,224,reed_acoustic_023,95,25,16000,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-095-025.wav,4
114626,string_acoustic_012-039-127,97,string_acoustic_012,39,127,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_012-039-127.wav,1
926,mallet_acoustic_047-065-100,488,mallet_acoustic_047,65,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],5,mallet,0,acoustic,mallet_acoustic_047-065-100.wav,3
71286,keyboard_electronic_098-036-100,905,keyboard_electronic_098,36,100,16000,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['dark', 'distortion']",4,keyboard,1,electronic,keyboard_electronic_098-036-100.wav,3
81298,string_acoustic_071-044-075,609,string_acoustic_071,44,75,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_071-044-075.wav,5
21690,guitar_electronic_028-029-127,510,guitar_electronic_028,29,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,1,electronic,guitar_electronic_028-029-127.wav,5
253129,organ_electronic_007-043-100,123,organ_electronic_007,43,100,16000,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['distortion', 'long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-043-100.wav,5
185931,organ_electronic_104-051-050,921,organ_electronic_104,51,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-051-050.wav,3
303276,organ_electronic_001-049-075,8,organ_electronic_001,49,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_001-049-075.wav,3
29038,brass_acoustic_059-047-025,572,brass_acoustic_059,47,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",1,brass,0,acoustic,brass_acoustic_059-047-025.wav,5
63860,brass_acoustic_046-108-050,414,brass_acoustic_046,108,50,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",['long_release'],1,brass,0,acoustic,brass_acoustic_046-108-050.wav,3
18217,brass_acoustic_046-070-050,414,brass_acoustic_046,70,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],1,brass,0,acoustic,brass_acoustic_046-070-050.wav,5
236169,organ_electronic_001-059-075,8,organ_electronic_001,59,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_001-059-075.wav,4
116676,guitar_acoustic_015-090-075,316,guitar_acoustic_015,90,75,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",3,guitar,0,acoustic,guitar_acoustic_015-090-075.wav,5
10959,vocal_synthetic_003-090-075,37,vocal_synthetic_003,90,75,16000,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","['long_release', 'nonlinear_env']",10,vocal,2,synthetic,vocal_synthetic_003-090-075.wav,1
7656,string_acoustic_014-062-075,100,string_acoustic_014,62,75,16000,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","['dark', 'percussive', 'reverb']",8,string,0,acoustic,string_acoustic_014-062-075.wav,2
231510,organ_electronic_028-076-050,440,organ_electronic_028,76,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],6,organ,1,electronic,organ_electronic_028-076-050.wav,2
117071,reed_acoustic_023-077-075,224,reed_acoustic_023,77,75,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-077-075.wav,4
28188,brass_acoustic_059-033-100,572,brass_acoustic_059,33,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_059-033-100.wav,5
143569,bass_synthetic_034-053-100,420,bass_synthetic_034,53,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","['distortion', 'tempo-synced']",0,bass,2,synthetic,bass_synthetic_034-053-100.wav,2
209292,bass_electronic_025-027-127,872,bass_electronic_025,27,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_025-027-127.wav,4
227624,bass_synthetic_134-082-025,914,bass_synthetic_134,82,25,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['fast_decay', 'percussive', 'reverb']",0,bass,2,synthetic,bass_synthetic_134-082-025.wav,1
186251,organ_electronic_057-070-100,701,organ_electronic_057,70,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_057-070-100.wav,3
262727,bass_synthetic_033-079-100,417,bass_synthetic_033,79,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_033-079-100.wav,2
130148,mallet_acoustic_062-074-127,644,mallet_acoustic_062,74,127,16000,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['dark', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-074-127.wav,4
190817,guitar_acoustic_010-065-100,219,guitar_acoustic_010,65,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-065-100.wav,3
81830,reed_acoustic_018-078-025,183,reed_acoustic_018,78,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_018-078-025.wav,3
54929,guitar_electronic_028-057-075,510,guitar_electronic_028,57,75,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-057-075.wav,1
189073,bass_synthetic_068-080-127,656,bass_synthetic_068,80,127,16000,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['distortion', 'fast_decay']",0,bass,2,synthetic,bass_synthetic_068-080-127.wav,2
46348,brass_acoustic_046-069-127,414,brass_acoustic_046,69,127,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],1,brass,0,acoustic,brass_acoustic_046-069-127.wav,2
91219,organ_electronic_104-058-127,921,organ_electronic_104,58,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_104-058-127.wav,2
203214,bass_synthetic_009-073-127,150,bass_synthetic_009,73,127,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-073-127.wav,3
32946,reed_acoustic_011-036-127,104,reed_acoustic_011,36,127,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],7,reed,0,acoustic,reed_acoustic_011-036-127.wav,3
215581,bass_synthetic_009-063-127,150,bass_synthetic_009,63,127,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-063-127.wav,3
107380,guitar_electronic_028-030-050,510,guitar_electronic_028,30,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-030-050.wav,3
145006,flute_synthetic_000-058-025,82,flute_synthetic_000,58,25,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],2,flute,2,synthetic,flute_synthetic_000-058-025.wav,3
111946,reed_acoustic_023-048-100,224,reed_acoustic_023,48,100,16000,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",7,reed,0,acoustic,reed_acoustic_023-048-100.wav,2
292340,keyboard_acoustic_004-058-100,327,keyboard_acoustic_004,58,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-058-100.wav,3
138400,guitar_acoustic_010-024-127,219,guitar_acoustic_010,24,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-024-127.wav,3
22663,mallet_acoustic_062-025-100,644,mallet_acoustic_062,25,100,16000,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","['dark', 'long_release', 'multiphonic']",5,mallet,0,acoustic,mallet_acoustic_062-025-100.wav,3
167530,keyboard_acoustic_004-048-100,327,keyboard_acoustic_004,48,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],4,keyboard,0,acoustic,keyboard_acoustic_004-048-100.wav,3
290794,keyboard_synthetic_000-034-050,577,keyboard_synthetic_000,34,50,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-034-050.wav,2
220663,organ_electronic_001-076-100,8,organ_electronic_001,76,100,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],6,organ,1,electronic,organ_electronic_001-076-100.wav,3
36805,string_acoustic_014-039-025,100,string_acoustic_014,39,25,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['dark', 'reverb']",8,string,0,acoustic,string_acoustic_014-039-025.wav,4
272286,bass_synthetic_135-040-100,927,bass_synthetic_135,40,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_135-040-100.wav,1
112000,guitar_acoustic_010-046-127,219,guitar_acoustic_010,46,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-046-127.wav,2
216590,bass_synthetic_068-052-050,656,bass_synthetic_068,52,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_068-052-050.wav,5
204519,keyboard_electronic_069-038-025,805,keyboard_electronic_069,38,25,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],4,keyboard,1,electronic,keyboard_electronic_069-038-025.wav,4
161386,mallet_acoustic_056-080-025,590,mallet_acoustic_056,80,25,16000,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",['fast_decay'],5,mallet,0,acoustic,mallet_acoustic_056-080-025.wav,5
178778,bass_synthetic_135-022-100,927,bass_synthetic_135,22,100,16000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",['distortion'],0,bass,2,synthetic,bass_synthetic_135-022-100.wav,5
298713,keyboard_electronic_098-099-025,905,keyboard_electronic_098,99,25,16000,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['bright', 'fast_decay', 'percussive']",4,keyboard,1,electronic,keyboard_electronic_098-099-025.wav,2
280776,bass_synthetic_009-011-127,150,bass_synthetic_009,11,127,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-011-127.wav,1
84690,brass_acoustic_006-074-050,43,brass_acoustic_006,74,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],1,brass,0,acoustic,brass_acoustic_006-074-050.wav,5
155066,keyboard_electronic_078-072-025,838,keyboard_electronic_078,72,25,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],4,keyboard,1,electronic,keyboard_electronic_078-072-025.wav,5
135516,guitar_acoustic_021-106-100,457,guitar_acoustic_021,106,100,16000,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['fast_decay', 'percussive']",3,guitar,0,acoustic,guitar_acoustic_021-106-100.wav,4
278276,bass_electronic_027-062-075,880,bass_electronic_027,62,75,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,1,electronic,bass_electronic_027-062-075.wav,1
3414,guitar_electronic_028-052-050,510,guitar_electronic_028,52,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],3,guitar,1,electronic,guitar_electronic_028-052-050.wav,3
240885,keyboard_electronic_078-062-025,838,keyboard_electronic_078,62,25,16000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['bright'],4,keyboard,1,electronic,keyboard_electronic_078-062-025.wav,1
86890,string_acoustic_012-042-050,97,string_acoustic_012,42,50,16000,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['long_release', 'reverb']",8,string,0,acoustic,string_acoustic_012-042-050.wav,4
194202,bass_synthetic_034-098-100,420,bass_synthetic_034,98,100,16000,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","['bright', 'distortion', 'tempo-synced']",0,bass,2,synthetic,bass_synthetic_034-098-100.wav,2
235968,keyboard_electronic_001-035-050,40,keyboard_electronic_001,35,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_001-035-050.wav,5
239865,keyboard_acoustic_004-103-127,327,keyboard_acoustic_004,103,127,16000,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","['percussive', 'reverb']",4,keyboard,0,acoustic,keyboard_acoustic_004-103-127.wav,5
118688,flute_acoustic_002-087-127,86,flute_acoustic_002,87,127,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",['reverb'],2,flute,0,acoustic,flute_acoustic_002-087-127.wav,2
132785,reed_acoustic_011-071-025,104,reed_acoustic_011,71,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],7,reed,0,acoustic,reed_acoustic_011-071-025.wav,4
151763,keyboard_electronic_001-025-050,40,keyboard_electronic_001,25,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],4,keyboard,1,electronic,keyboard_electronic_001-025-050.wav,4
89933,keyboard_electronic_002-063-050,50,keyboard_electronic_002,63,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],4,keyboard,1,electronic,keyboard_electronic_002-063-050.wav,3
277135,keyboard_electronic_078-080-075,838,keyboard_electronic_078,80,75,16000,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['bright', 'fast_decay']",4,keyboard,1,electronic,keyboard_electronic_078-080-075.wav,3
95296,guitar_acoustic_010-063-025,219,guitar_acoustic_010,63,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_010-063-025.wav,5
36902,guitar_acoustic_014-023-050,263,guitar_acoustic_014,23,50,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],3,guitar,0,acoustic,guitar_acoustic_014-023-050.wav,3
44847,organ_electronic_007-088-100,123,organ_electronic_007,88,100,16000,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","['long_release', 'nonlinear_env']",6,organ,1,electronic,organ_electronic_007-088-100.wav,5
34260,keyboard_electronic_002-082-100,50,keyboard_electronic_002,82,100,16000,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['distortion', 'fast_decay']",4,keyboard,1,electronic,keyboard_electronic_002-082-100.wav,1
198974,keyboard_synthetic_000-031-075,577,keyboard_synthetic_000,31,75,16000,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","['distortion', 'fast_decay', 'nonlinear_env']",4,keyboard,2,synthetic,keyboard_synthetic_000-031-075.wav,1
158607,bass_synthetic_098-069-025,803,bass_synthetic_098,69,25,16000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],0,bass,2,synthetic,bass_synthetic_098-069-025.wav,4
242791,bass_synthetic_009-040-100,150,bass_synthetic_009,40,100,16000,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['bright', 'distortion', 'long_release']",0,bass,2,synthetic,bass_synthetic_009-040-100.wav,4
197974,bass_synthetic_033-053-050,417,bass_synthetic_033,53,50,16000,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",['dark'],0,bass,2,synthetic,bass_synthetic_033-053-050.wav,2
